,gene,hl_rep1,hl_rep2,hl_rep3,hl_avg
430,YML104C,,1.828895056255267e+17,10.704591184471578,9.144475281276334e+16
388,YML043C,56.17529514567542,2.536442643191332e+17,1.5083157761899995,8.454808810637774e+16
4538,YGR043C,179.41808845318025,2.5256258023550435e+17,192.39233747878126,8.418752674516824e+16
1719,YPL123C,,1.639742650319439e+17,56.98705272676862,8.198713251597198e+16
4374,YOR141C,71.39142271311451,2.2247036489621443e+17,56.40453384134886,7.415678829873819e+16
9,YBR126C,36.64608771711118,2.1544169494113533e+17,56.622588874210855,7.181389831371181e+16
3309,YPL192C,1.852256350628998e+17,516.4550052243909,46.509550119939775,6.174187835430012e+16
3528,YGL007W,40.189906589723265,1.227631480369701e+17,27.90268129797354,4.092104934565673e+16
2601,YLR070C,1.2175646664048498e+17,156.8970948353184,62.10087217666462,4.0585488880161736e+16
1655,YDR327W,,7.715311468078786e+16,24.596850156899738,3.8576557340393944e+16
4055,YOR296W,36.8174428749672,1.083389925115587e+17,43.38572860960694,3.611299750385293e+16
2172,YDL032W,23.182010249355592,,6.750736270360859e+16,3.3753681351804308e+16
1249,YGR087C,167.67630396863512,9.6385852154079e+16,148.02872198656863,3.2128617384693104e+16
3592,YFL050C,3.0949358104460004e+16,,,3.0949358104460004e+16
1623,YGL010W,40.58767230320886,9.227491440367874e+16,41.715681195288965,3.0758304801226276e+16
5339,YNL012W,3290574499715754.0,8.505178708158885e+16,57.9783491715879,2.9447453860434892e+16
3990,YDR428C,107.36525421196076,5.399590987121301e+16,,2.6997954935606556e+16
3655,YOR255W,5.350186317428435e+16,,1471.252617531011,2.675093158714291e+16
1988,Q0010,116.55995732638388,7.916626620674178e+16,33.23349605949716,2.6388755402247308e+16
4899,YDL129W,51.4654100888383,7.30603614118098e+16,47.426905441237054,2.4353453803936628e+16
4079,YMR323W,49.635897578532806,7.17286815961202e+16,109.96461137217106,2.390956053204012e+16
474,YJL042W,32.02183174665583,6.6496468242804824e+16,51.100780491242986,2.21654894142683e+16
3709,YOR120W,71.83062824978231,,4.335910326621163e+16,2.1679551633105852e+16
4960,YDR198C,305.65408026248264,5.9787357479627096e+16,63.23719595759586,1.992911915987582e+16
3482,YDL238C,29.995807448834473,5.754046109301596e+16,172.08358016558566,1.9180153697672056e+16
5872,YIL001W,105.6584754080501,,3.768139200412156e+16,1.884069600206083e+16
5952,YCL020W,47.95921967280112,5.292824114519206e+16,40.57444929055939,1.7642747048397384e+16
5420,YIL121W,4.559434863323682e+16,22.589238282415284,58.07311129846321,1.5198116211078966e+16
2643,YPL201C,51.58775656417594,3.645219311464937e+16,107.18845982191459,1.2150731038216506e+16
2988,YBR072W,1.1097997335246422e+16,,,1.1097997335246422e+16
2616,YDR010C,43.57392965423512,3.2265446357859212e+16,108.56433250780826,1.0755148785953122e+16
3802,YGR131W,50.85742460066041,20.912490806806563,2.889385864275724e+16,9631286214252438.0
5712,YML089C,1.924429491812217e+16,543.1352954341658,,9622147459061356.0
3729,YPR150W,66.41855143125429,2.6959757021262916e+16,2014.75452711505,8986585673755000.0
4448,YJR050W,137.11914074456507,2.690864925909946e+16,86.03927476968661,8969549753033228.0
5201,YOL132W,7404980998178740.0,,,7404980998178740.0
4234,YPR096C,134.60544892486107,2.1830987713276308e+16,32.98634708605339,7276995904425492.0
3872,YLR165C,47.74652014512014,1.9675233399288684e+16,137.87346272634537,6558411133096289.0
2792,YIL060W,73.8954366860257,1.8533026457736428e+16,53.188809809496426,6177675485912184.0
5578,YNL275W,36.828551443054714,248.11607441838223,1.7741498626449506e+16,5913832875483263.0
5210,YDL222C,31.46047060228449,223.92610447688728,1.6870369437900856e+16,5623456479300371.0
3300,YLR053C,94.51065958490398,,1.0438938494805476e+16,5219469247402785.0
2747,YHR079C-A,39.15130231584918,1.4855311100214042e+16,33.62254902211208,4951770366738039.0
4770,YPL067C,35.128880280103175,1.4247341865491418e+16,119.9658779412983,4749113955163858.0
5367,YCR036W,15.178658742289612,1.347288314587909e+16,19.04531294156386,4490961048626375.5
5546,YER098W,27.80760606249651,1.2354293541598974e+16,122.79630625466135,4118097847199708.0
1202,YPL106C,67.6626210174383,1.069572933923642e+16,107.6897781053481,3565243113078865.5
5356,YKL151C,9023351163089774.0,67.15279369294306,326.5037369926338,3007783721030056.0
5986,YHR184W,58.24377144010085,6005046053623457.0,,3002523026811757.5
2602,YNL182C,2723039008753151.0,,,2723039008753151.0
5422,YML054C,45.360680627483504,55.1188088122763,7870832188044915.0,2623610729348338.5
3674,YDL087C,7517687919984647.0,164.34921534465414,206.72033047927442,2505895973328339.5
5335,YGR263C,45.91378121286248,5422420191548923.0,13.34818616772299,1807473397182994.0
4236,YKL061W,67.59923976342192,5173757047734743.0,66.62252855859833,1724585682578292.8
5232,YPR184W,51.737809791827765,,3425847611271823.0,1712923805635937.2
5817,YHR140W,85.29043818350095,4930857820845201.0,619.5937384664861,1643619273615302.0
1538,YMR173W,50.76766826049998,4795752691514060.0,80.2337814569974,1598584230504730.2
2443,YAL058C-A,48.82972953696068,4029893603860924.0,375.281115669291,1343297867953782.8
3573,YMR107W,31.834164783731893,3734839864829127.5,355.47114470332406,1244946621609838.2
5223,YBR051W,,,1127175487953477.5,1127175487953477.5
2499,YLL053C,20.396381014039004,2888785296656219.0,79.48853752267424,962928432218773.0
286,Q0085,,1687887283801601.2,105795215300294.53,896841249550947.9
5216,YDL107W,,,726410096890412.4,726410096890412.4
6062,YGR066C,,1810.950278517585,1277520717558603.8,638760358780207.4
271,Q0045,,1110358527510463.2,58.641885430368944,555179263755260.94
3719,YNL191W,514493359419586.0,,,514493359419586.0
5934,YHL036W,638.696551832178,1487799036338671.5,785.8274399770391,495933012113365.3
5809,YER140W,55.56702042223596,1309365734846480.8,21.772323809882934,436455244948852.7
3225,YLR270W,62.175864085511876,1257718406232720.2,147.15850182150814,419239468744309.94
5772,YAR061W,1069626227942469.4,217.25663456013783,39.72711910299242,356542075980908.8
1636,YHR008C,110.7000023004902,858136505680042.5,93.54441729761157,286045501893415.56
1686,YDR416W,805693547204329.1,7.147542296532303,27.385535212710852,268564515734787.88
2029,YLR263W,,491894069425658.06,6.070838462455295,245947034712832.06
5054,YLR205C,111.60820310053734,723628030579666.8,131.33734361967063,241209343526636.6
4386,YAL062W,27.89597160197391,689669368169160.2,48.75486253154258,229889789389745.62
6107,YGL138C,436679487912139.8,,62.131824136841765,218339743956100.97
5884,YKL187C,10937626331393.467,626683245334717.1,68.5572319263879,212540290555393.03
5050,YGR249W,37.84936753244173,404482311224181.4,,202241155612109.62
